mirna,earlyOA24,earlyOA28,earlyOA29,earlyOA30,earlyOA31,earlyOA63,earlyOA64,earlyOA76,earlyOA78,earlyOA87,earlyOA100,earlyOA101,earlyOA103,earlyOA107,earlyOA115,earlyOA138,earlyOA156,earlyOA19,earlyOA88,earlyOA93,earlyOA150,earlyOA161,earlyOA46,earlyOA50,earlyOA112,earlyOA115W,earlyOA116,earlyOA121,earlyOA53R,earlyOA54R,earlyOA56R,earlyOA58R,earlyOA168,earlyOA102,earlyOA109,earlyOA124,earlyOA145,earlyOA149,earlyOA151,earlyOA77,earlyOA98,lateOA100,lateOA111,lateOA25,lateOA273,lateOA342,lateOA44,lateOA476,lateOA93,lateOA259,lateOA275,lateOA280,lateOA305,lateOA370,lateOA40,lateOA411,lateOA419,lateOA506,lateOA69,lateOA77,lateOA97,lateOA121,lateOA141,lateOA249,lateOA251,lateOA341,lateOA425,lateOA48,lateOA65,lateOA1009,lateOA1057R,lateOA105R,lateOA138R,lateOA316R,lateOA675,lateOA854,lateOA903,lateOA904,lateOA927,lateOA968,lateOA998,lateOA1033,lateOA1068,lateOA1140,lateOA748,lateOA754,lateOA779,lateOA784,lateOA825,lateOA875,lateOA929
hsa-miR-210-3p,9,24,23,18,28,5,16,9,11,24,19,25,11,18,28,18,22,32,28,10,58,17,14,1,6,7,5,0,10,6,23,17,57,14,3,16,2,6,2,0,5,15,7,16,78,12,26,28,2,8,24,40,9,9,9,25,52,18,9,15,16,27,20,12,23,8,31,23,81,7,53,16,64,43,27,10,8,32,4,4,29,15,11,9,24,19,8,26,14,13,26
hsa-miR-210-5p,0,0,1,1,0,0,4,0,2,0,0,0,0,2,2,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,3,1,0,2,1,0,0,0,1,0,0,2,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
hsa-miR-2110,37,65,64,61,59,20,46,10,33,48,40,30,46,26,49,10,38,62,62,46,64,67,46,13,46,38,14,14,35,35,86,78,47,87,18,99,6,8,4,20,33,60,13,56,53,36,40,22,21,22,94,74,33,24,49,52,70,20,37,29,20,55,47,27,32,28,74,52,126,12,56,37,83,60,76,30,41,49,11,10,79,59,55,24,43,64,22,59,40,38,43
hsa-miR-2113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-211-3p,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hsa-miR-2114-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-2114-5p,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
hsa-miR-2115-3p,0,4,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0
hsa-miR-2115-5p,0,3,1,0,0,0,0,0,0,0,1,0,0,0,2,1,1,3,1,1,0,2,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,2,2,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,1,2,0,2,2,1,1,1,0,2,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
hsa-miR-211-5p,1,10,7,4,5,1,3,0,1,0,7,6,2,2,11,5,2,2,2,7,7,4,3,0,1,3,0,2,2,5,7,2,7,5,3,0,2,2,2,2,1,1,6,1,5,0,3,3,5,3,5,7,3,0,3,3,6,8,0,3,2,4,2,2,1,3,11,0,4,2,2,9,4,9,3,5,0,10,0,0,0,2,3,2,8,4,0,5,2,1,0
hsa-miR-2116-3p,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,2,1
hsa-miR-2116-5p,0,1,1,1,2,0,1,0,0,0,0,0,2,1,0,1,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,2,0,3,0,3,0,1,0,1,1,1,0,2,1,1,2,0,0,0,1,2,0,0,0,0,0,1,1,2,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0
hsa-miR-2117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-212-3p,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hsa-miR-212-5p,0,1,1,0,0,1,0,0,0,1,0,0,0,0,4,2,3,0,0,0,4,1,1,1,0,1,2,0,0,0,5,2,4,4,0,5,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,2,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,0,2,0,1,0,0,0,0
hsa-miR-21-3p,22,33,9,26,113,7,20,7,10,19,6,7,9,28,82,7,7,8,10,16,227,6,6,2,5,15,9,0,6,4,102,125,152,26,1,23,3,12,3,4,6,9,1,3,24,9,6,7,2,0,12,10,3,12,2,5,13,3,3,3,2,8,3,4,3,3,13,11,16,3,11,6,16,12,1,2,1,9,0,0,5,6,6,3,10,1,1,12,2,5,10
hsa-miR-214-3p,8,11,4,4,5,5,14,4,2,6,8,12,5,8,7,13,10,9,2,0,6,7,2,1,3,7,0,3,5,5,9,7,4,6,0,4,0,1,2,3,2,5,3,7,8,2,16,4,4,2,18,2,1,2,1,3,11,5,15,7,5,6,3,2,1,1,6,6,6,2,6,1,10,4,7,6,1,5,2,2,4,9,3,2,11,7,0,6,4,3,5
hsa-miR-214-5p,7,11,3,17,37,2,10,3,7,12,3,4,1,13,25,7,5,2,2,2,33,1,3,0,8,18,11,2,4,4,38,35,45,34,3,32,0,7,0,2,8,2,2,1,2,2,5,4,1,0,9,0,1,4,1,2,2,1,2,1,3,5,1,1,1,0,4,2,5,0,4,2,5,4,1,4,2,6,3,5,2,2,1,0,6,1,0,9,3,0,1
hsa-miR-215-3p,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hsa-miR-215-5p,77,201,35,64,53,29,162,76,110,93,64,298,41,169,248,307,161,251,121,101,107,45,187,34,4,61,33,40,62,87,62,76,41,63,30,75,20,23,98,22,30,42,68,51,45,42,140,110,12,49,1735,89,45,112,30,151,130,159,91,155,90,57,5,18,57,36,98,116,39,21,94,31,424,110,194,31,36,81,25,12,86,28,45,39,75,76,30,278,81,75,67
hsa-miR-21-5p,64478,89111,34826,69699,180066,19191,62273,16158,44518,56261,47364,44773,27247,85874,177066,42815,53256,70125,47325,64218,211241,59000,44939,13664,84884,87785,41545,12947,37484,32337,196244,135793,167128,255650,23700,222556,15628,29356,9257,43327,64324,28230,14808,47453,56418,29611,40390,36010,8198,18096,122323,83305,25008,39170,22686,38625,75264,17225,28686,59337,22661,35721,23088,19942,11647,18328,67035,35546,88789,18696,59459,30982,80232,84085,45200,33174,27593,55423,15504,12930,39171,33630,28302,30419,60281,53725,40531,53768,27187,25447,42572
hsa-miR-216a-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-216a-5p,0,2,1,0,0,1,0,0,0,1,8,5,0,2,4,3,1,0,0,3,2,4,0,0,0,0,0,0,3,2,0,2,9,0,2,0,0,0,0,0,0,3,1,8,7,6,3,1,12,5,2,0,0,2,2,3,3,0,13,4,1,1,6,1,0,0,9,2,6,0,0,3,2,13,5,3,0,1,0,0,1,3,1,0,8,1,0,27,3,4,0
hsa-miR-216b-3p,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
hsa-miR-216b-5p,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
hsa-miR-217-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-217-5p,0,1,0,0,0,0,0,0,0,1,5,2,0,1,6,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,4,2,0,1,0,6,1,5,0,4,0,0,0,0,0,6,0,1,5,0,0,1,1,0,3,0,0,1,0,2,8,2,2,1,3,0,0,1,1,0,0,4,0,0,7,0,0,0
hsa-miR-218-1-3p,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
hsa-miR-218-2-3p,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-218-5p,2,5,6,3,3,2,3,2,2,7,6,4,7,7,3,6,6,15,161,4,3,7,5,0,2,1,2,3,45,4,6,7,6,3,2,0,3,1,2,2,0,9,5,179,8,4,9,81,1,5,14,14,1,6,0,5,12,0,9,3,7,3,2,5,2,4,237,7,13,33,8,60,7,168,4,5,5,9,1,5,1,2,2,6,10,5,1,155,8,5,16
hsa-miR-219a-1-3p,4,0,0,3,5,0,7,1,1,1,2,0,1,3,7,1,1,1,1,0,2,2,0,0,5,1,0,1,0,0,4,6,2,7,0,9,0,0,0,3,1,0,0,4,1,0,0,0,0,0,5,1,1,1,0,0,2,0,1,1,0,1,0,1,0,0,1,1,5,0,2,1,0,4,2,0,1,2,1,0,0,1,0,1,2,0,0,0,0,2,1
hsa-miR-219a-2-3p,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hsa-miR-219a-5p,1,3,0,1,11,1,1,0,0,1,3,0,0,6,10,0,4,0,0,2,13,1,2,0,1,0,1,1,0,0,11,4,16,2,0,5,1,2,0,0,3,0,0,1,4,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,1,4,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0
hsa-miR-219b-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-219b-5p,1,1,3,2,11,1,3,0,2,5,2,2,1,4,4,0,0,0,5,2,3,0,1,0,1,2,2,2,0,0,11,5,7,7,1,4,0,1,0,1,2,1,1,1,0,1,1,0,0,1,0,1,2,0,2,0,2,1,0,2,1,6,0,0,1,0,1,1,3,0,2,0,0,1,7,3,1,0,0,0,0,1,0,0,0,3,0,2,2,0,0
hsa-miR-221-3p,6625,6585,3233,9031,42419,1446,7042,1584,4529,3565,2536,3049,2100,6037,18855,2940,3150,2936,2401,5266,31011,2941,3001,700,17024,16766,7274,702,2321,3137,40854,23797,27784,47700,1554,55330,1052,4756,776,2610,13739,1724,1035,1980,2402,2008,3231,1728,686,879,6020,3390,2639,1088,1253,2147,4755,1360,1334,2568,1475,1893,1096,1344,908,1205,4231,2352,4224,1120,2783,1819,3378,3310,2390,1748,1052,3008,893,744,2026,3341,1179,1254,3182,2771,1186,2721,1505,1162,2611
hsa-miR-221-5p,4,7,2,7,18,2,8,0,2,5,2,1,2,5,13,4,6,5,4,3,17,5,4,0,8,10,1,1,1,9,43,8,38,18,2,35,3,7,1,0,1,2,3,3,3,9,3,0,1,0,6,6,2,3,1,4,10,2,0,3,5,4,3,0,2,2,5,5,4,1,4,1,5,10,3,2,1,2,3,0,3,8,1,1,3,9,1,8,2,1,4
hsa-miR-222-3p,312,502,336,343,580,141,270,116,235,316,339,264,213,535,739,391,463,506,209,358,653,529,409,120,294,594,152,59,268,259,1128,679,776,806,72,712,89,167,95,112,446,229,153,368,334,187,368,275,123,124,635,601,227,161,197,319,948,247,252,400,234,272,172,246,113,206,564,311,745,151,495,183,591,417,280,276,168,326,137,133,302,629,250,243,406,477,137,449,226,223,412
hsa-miR-222-5p,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-223-3p,87967,102584,32904,140614,360101,24570,83706,18531,66124,45461,22472,39643,28047,93514,271567,26299,38784,18314,24980,76872,377217,28636,32374,6163,24176,88469,48982,4577,43210,43948,337649,298106,335259,130731,6636,163900,21764,62192,8561,17848,31490,7658,9052,19877,17965,19882,37560,13977,5503,6543,28092,21038,23274,8168,9195,19366,24996,7260,7634,15433,11175,16064,5667,9745,4504,6883,33621,28596,39186,11922,18441,12042,21629,35277,24806,16299,10075,29262,9579,4668,19737,9368,7369,11180,22462,15851,6116,12654,22666,7123,23289
hsa-miR-223-5p,877,909,355,1013,3536,229,814,128,691,499,265,355,247,1059,2807,187,588,259,276,649,3840,444,351,74,1362,1802,742,100,410,430,3065,2389,3373,6300,254,5200,282,708,92,385,1243,109,74,140,241,190,394,165,69,86,500,263,261,115,143,180,235,142,105,295,142,215,85,139,54,86,352,335,372,137,309,194,305,464,248,192,131,358,132,74,209,130,145,156,360,262,114,171,248,118,304
hsa-miR-22-3p,1866,3560,3608,2960,5034,767,2258,823,1302,2689,2569,2365,1798,2100,3615,1660,2222,4281,2087,2092,5875,2078,1781,613,818,2250,881,433,1071,1778,5780,5347,6737,1789,307,1927,352,715,369,609,1058,2176,847,3417,3211,2554,1609,1993,384,954,3465,3623,1734,1260,1445,2543,4456,1325,1316,1621,1257,2921,1620,1305,1216,1180,4625,1747,6679,1153,2560,1871,4411,4654,3414,1869,1583,2458,694,862,2260,1991,1696,1841,2455,2514,1223,3342,2116,1443,2544
hsa-miR-224-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-224-5p,458,210,113,3410,3353,182,471,75,568,484,152,276,216,987,2072,85,173,31,95,661,10145,97,242,42,562,537,243,26,390,443,7508,2668,8096,1005,41,2389,413,1725,54,89,315,52,33,86,171,189,70,34,44,29,140,14,135,46,80,78,74,63,56,77,34,34,17,16,19,51,113,240,120,39,40,22,49,456,84,51,38,55,23,11,54,32,23,129,210,60,7,37,51,32,213
hsa-miR-22-5p,46,56,37,64,275,28,47,6,30,36,32,45,23,44,136,29,44,36,36,43,229,35,32,4,46,86,45,9,16,20,218,118,219,141,10,149,10,19,4,18,35,23,8,29,49,43,19,12,6,8,45,51,29,9,13,19,55,14,14,11,16,27,13,11,11,8,54,32,80,17,18,20,33,65,42,22,23,35,17,7,25,20,13,21,27,33,8,29,28,22,35
hsa-miR-2276-3p,4,1,1,1,9,2,3,0,1,3,3,0,0,1,10,5,1,2,1,2,7,5,2,0,13,16,1,0,1,2,7,8,8,41,4,18,0,1,0,1,8,0,2,1,4,0,0,0,0,0,1,5,1,0,1,0,2,1,1,1,1,2,2,0,0,0,2,0,6,0,1,0,8,2,3,1,2,0,1,1,2,3,0,5,3,2,5,2,1,2,5
hsa-miR-2276-5p,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-2277-3p,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
hsa-miR-2277-5p,0,1,0,0,6,0,0,0,3,0,2,1,0,0,2,0,1,0,2,2,6,1,0,1,3,1,2,0,0,1,11,4,8,3,2,4,0,2,0,0,1,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0
hsa-miR-2278,2,5,3,3,18,0,1,1,3,7,0,3,2,6,11,0,0,0,2,4,9,1,1,0,13,9,5,0,2,3,21,14,13,16,2,24,1,2,0,4,5,0,0,1,0,0,0,3,0,0,5,0,0,0,0,2,2,0,0,0,1,2,0,0,0,0,1,2,2,0,0,0,1,0,4,3,2,7,0,0,1,1,2,2,1,1,0,1,0,0,1
hsa-miR-2355-3p,17,21,10,29,165,3,18,3,19,9,13,6,6,22,59,11,6,3,7,17,95,2,4,2,93,87,30,4,3,12,120,106,105,278,9,204,2,24,2,25,73,1,1,2,6,2,5,2,0,0,16,5,2,1,1,4,1,6,1,2,2,3,2,3,2,3,12,2,7,2,3,8,4,13,2,5,2,4,3,0,3,1,2,1,9,2,2,2,2,1,9
hsa-miR-2355-5p,0,1,1,1,3,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,5,2,5,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hsa-miR-2392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-23a-3p,3645,5472,2502,5305,14280,1232,4245,1178,3217,2521,1620,3187,1656,3609,7971,2854,2837,2877,2081,3414,10193,2108,3326,506,3779,5402,3381,825,2883,2293,16499,9191,12293,11482,1036,10127,874,2215,906,2381,2918,987,1074,1613,1773,1362,3204,1427,565,851,5813,1823,1174,656,1034,1894,2822,742,1805,2024,1041,2432,742,1141,520,652,3269,1985,3309,1382,1995,1579,2350,3681,1853,1676,1021,3579,954,670,1627,1069,842,1000,2956,2193,822,2348,1905,944,1773
hsa-miR-23a-5p,4,1,1,1,23,0,2,0,4,2,1,1,2,2,7,0,1,0,1,0,19,1,4,0,25,8,5,0,2,0,12,7,5,29,1,15,3,0,0,1,13,3,0,0,1,2,1,0,0,0,3,0,1,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
hsa-miR-23b-3p,3728,5167,1474,5877,16695,980,3812,779,2458,1929,1397,1996,1133,4505,13885,1433,2161,1252,1265,2953,15434,1589,1975,335,4125,7118,3581,513,2001,2180,25234,11982,22445,10363,842,11806,1024,2854,473,2041,2002,582,544,927,1389,967,1562,745,347,483,2103,1140,935,398,638,955,1636,416,1034,883,501,1272,461,522,300,398,1874,1448,2066,761,991,752,1245,2519,1196,900,505,1614,433,281,906,634,451,644,1423,1309,465,1199,1041,478,1143
hsa-miR-23b-5p,26,16,6,15,112,2,12,7,17,17,13,5,5,23,57,6,17,8,11,12,57,6,7,1,80,111,25,2,13,21,82,41,70,158,13,145,2,19,0,30,65,1,2,7,20,3,2,2,7,4,23,4,13,2,5,10,7,3,9,4,3,5,1,1,4,2,14,4,15,5,8,5,9,21,10,2,1,3,1,0,5,4,4,4,7,6,5,8,4,1,11
hsa-miR-23c,0,0,0,0,2,0,0,0,1,0,0,0,1,1,1,0,2,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
hsa-miR-24-1-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-24-2-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-24-3p,5727,6469,2676,8404,23971,1297,5364,1169,4306,3580,2748,3336,1945,6643,17174,2344,3262,3203,2361,5227,26682,2714,2752,693,4560,9308,5544,559,2457,3484,28612,22277,28490,11131,766,14821,1197,4048,615,1860,4191,1390,1024,2061,2969,1849,2939,1431,716,1002,3788,2438,2478,728,1444,1849,3190,933,1700,1922,1018,2595,1290,1137,900,928,3448,2913,5168,1198,2096,1507,2787,3885,1962,1474,1146,2626,595,626,1547,1228,1073,1154,2549,1998,437,1929,1562,809,2434
hsa-miR-2467-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-2467-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-25-3p,16278,23529,27631,18460,18103,8903,16886,5565,10175,22323,20664,12632,15889,19532,18671,10578,24646,37885,20124,16244,19435,24192,19585,7548,5132,10067,6808,4408,11316,12700,34553,21872,28455,26900,2609,23654,3523,4214,3525,1834,4331,18195,6050,35382,24460,23019,17763,14222,4423,10496,42755,43490,11994,9106,17301,24935,36363,9066,17038,16704,12222,30940,18996,10869,9168,10353,40112,15328,72257,8315,20726,9963,29480,35229,39340,19382,17515,38761,6275,6809,24180,19109,15875,10273,25746,26160,8248,25968,19584,11361,19744
hsa-miR-25-5p,31,23,29,17,14,6,24,10,23,37,34,13,16,29,30,13,36,43,30,18,22,38,26,6,6,3,6,3,16,12,20,14,20,28,4,18,7,6,0,3,8,22,10,49,36,16,15,17,7,10,61,40,18,13,17,34,34,9,18,26,9,31,30,9,11,10,28,23,79,11,39,16,49,30,51,19,13,25,19,7,28,34,26,19,42,50,16,35,18,13,24
